Employee ID,Date,Customer Name,Order History,Total,
1006,2023-01-02,Jerry,5 Beef-Bowl 4 Chips&Queso,58.91,
1012,2023-01-02,Tyler,5 Beef-Bowl 3 Chips&Salsa,51.52,
1015,2023-01-02,April,2 Beef-Bowl 1 Chips&Salsa,20.17,
1012,2023-01-02,Ronald,5 Beef-Bowl 1 water,47.4,
1005,2023-01-02,Kendall,3 Steak-Bowl 3 Chips&Queso,38.04,
1013,2023-01-02,Malcholm,5 Veggie-Burrito 3 water,48.8,
1003,2023-01-02,Nick,4 Chicken-Bowl 1 Chips&Queso,38.25,
1012,2023-01-02,Yvonne,2 Beef-Burrito 0,17.98,
1015,2023-01-02,Jaden,2 Chicken-Bowl 2 Chips&Guacamole,24.76,
1005,2023-01-02,Hannah,2 Veggie-Burrito 0,16.58,
1003,2023-01-02,Caroline,4 Chicken-Bowl 1 Chips&Queso,38.25,
1012,2023-01-02,Jaden,5 Steak-Tacos 2 water,49.35,
1005,2023-01-02,Zach,2 Steak-Bowl 0,18.38,
1008,2023-01-02,Marcus,1 Beef-Burrito 3 Chips&Queso,19.46,
1003,2023-01-02,Morgan,2 Chicken-Burrito 4 Chips&Guacamole,32.14,
1009,2023-01-02,Jordan,3 Beef-Burrito 0,26.97,
1012,2023-01-02,Marty,4 Steak-Bowl 1 Chips&Guacamole,40.45,
1009,2023-01-02,Tom,5 Veggie-Burrito 1 water,43.9,
1012,2023-01-02,Rob,4 Veggie-Burrito 0,33.16,
1006,2023-01-02,Harley,5 Chicken-Tacos 1 water,41.9,
1006,2023-01-02,Marty,5 Veggie-Burrito 2 Chips&Salsa,45.83,
1012,2023-01-02,Sue,5 Veggie-Bowl 3 water,48.8,
1005,2023-01-02,Ryan,3 Beef-Bowl 3 Chips&Queso,37.44,
1012,2023-01-02,Charlie,2 Veggie-Tacos 2 Chips&Queso,22.76,
1013,2023-01-02,Brenden,1 Steak-Bowl 0,9.19,
1011,2023-01-02,Kim,1 Chicken-Bowl 2 Chips&Guacamole,16.07,
1013,2023-01-02,Morgan,3 Veggie-Burrito 3 water,32.22,
1006,2023-01-02,Sage,3 Chicken-Bowl 3 soda,33.42,
1009,2023-01-02,Faith,3 Beef-Tacos 2 water,31.27,
1008,2023-01-02,Rowan,5 Steak-Burrito 4 Chips&Salsa,54.71,
1006,2023-01-02,Ray,5 Chicken-Bowl 2 soda,48.35,
1013,2023-01-02,Sam,2 Steak-Bowl 0,18.38,
1009,2023-01-02,Susan,3 Veggie-Tacos 0,23.67,
1013,2023-01-02,Dakota,3 Beef-Tacos 2 water,31.27,
1009,2023-01-02,Dalal,1 Veggie-Burrito 1 water,10.74,
1008,2023-01-02,Gabriel,1 Steak-Bowl 3 Chips&Queso,19.66,
1003,2023-01-02,Rob,3 Beef-Bowl 1 Chips&Salsa,29.16,
1015,2023-01-02,DaVinci,5 Veggie-Tacos 3 Chips&Queso,49.92,
1013,2023-01-02,Jamie,5 Steak-Bowl 0,45.95,
1006,2023-01-02,Leonard,2 Beef-Bowl 1 soda,20.43,
1011,2023-01-02,Bailey,3 Chicken-Burrito 3 Chips&Guacamole,37.14,
1009,2023-01-02,Kai,3 Chicken-Tacos 1 soda,26.12,
1003,2023-01-02,Emmett,4 Steak-Bowl 2 Chips&Guacamole,44.14,
1006,2023-01-02,Elliot,5 Beef-Burrito 3 soda,52.3,
1008,2023-01-02,Morgan,4 Chicken-Bowl 0,34.76,
1015,2023-01-02,Chen,5 Steak-Tacos 2 Chips&Guacamole,51.83,
1009,2023-01-02,Hannah,3 Chicken-Bowl 1 soda,28.52,
1005,2023-01-02,Chris,4 Steak-Tacos 4 Chips&Guacamole,50.32,
1013,2023-01-02,Peyton,3 Veggie-Bowl 1 water,27.32,
1011,2023-01-02,Riley,4 Steak-Bowl 1 water,39.21,
1003,2023-01-02,Kennedy,5 Beef-Burrito 1 water,47.4,
1009,2023-01-02,Steph,2 Beef-Tacos 3 Chips&Guacamole,28.65,
1015,2023-01-02,Adam,3 Chicken-Tacos 3 water,31.02,
1015,2023-01-02,Logan,3 Chicken-Burrito 0,26.07,
1012,2023-01-02,Drew,5 Veggie-Bowl 2 water,46.35,
1008,2023-01-02,Chris,2 Veggie-Tacos 2 water,20.68,
1013,2023-01-02,Marty,1 Chicken-Bowl 0,8.69,
1006,2023-01-02,Taylor,4 Steak-Tacos 2 Chips&Guacamole,42.94,
1005,2023-01-02,Tyler,3 Chicken-Bowl 3 Chips&Salsa,32.64,
1009,2023-01-02,Chris,2 Chicken-Bowl 0,17.38,
1003,2023-01-02,Zach,4 Veggie-Bowl 2 soda,38.06,
1005,2023-01-02,Ronald,1 Steak-Bowl 3 water,16.54,
1015,2023-01-02,Frankie,2 Steak-Bowl 4 Chips&Queso,32.34,
1006,2023-01-02,Gabriel,3 Steak-Tacos 0,26.67,
1009,2023-01-02,Marcus,4 Beef-Burrito 1 soda,38.41,
1005,2023-01-02,Chang,4 Beef-Bowl 1 soda,38.41,
1015,2023-01-02,Rowan,5 Steak-Tacos 0,44.45,
1015,2023-01-02,Dana,3 Steak-Bowl 4 Chips&Salsa,36.33,
1011,2023-01-02,Jaden,1 Veggie-Bowl 3 water,15.64,
1009,2023-01-02,Stevie,5 Chicken-Bowl 2 soda,48.35,
1012,2023-01-02,Kathy,2 Veggie-Bowl 1 water,19.03,
1012,2023-01-02,Dalal,4 Chicken-Tacos 0,31.56,
1009,2023-01-02,Rob,5 Chicken-Burrito 0,43.45,
1006,2023-01-02,Rohan,1 Beef-Burrito 0,8.99,
1008,2023-01-02,Yvonne,5 Beef-Bowl 0,44.95,
1012,2023-01-02,Nicole,2 Veggie-Burrito 4 Chips&Salsa,25.34,
1006,2023-01-02,Peyton,2 Chicken-Bowl 3 Chips&Salsa,23.95,
1015,2023-01-02,Sue,2 Steak-Bowl 0,18.38,
1011,2023-01-02,Miguel,3 Steak-Burrito 3 water,34.92,
1003,2023-01-02,Jordan,1 Steak-Tacos 1 soda,11.34,
1015,2023-01-02,Kennedy,4 Beef-Tacos 2 soda,40.06,
1008,2023-01-02,Jamie,2 Veggie-Bowl 2 soda,21.48,
1006,2023-01-02,Chris,4 Veggie-Tacos 1 Chips&Salsa,33.75,
1013,2023-01-02,Yvonne,3 Chicken-Burrito 0,26.07,
1013,2023-01-02,Logan,1 Beef-Tacos 1 soda,11.24,
1013,2023-01-02,Taylor,1 Chicken-Tacos 3 soda,15.24,
1015,2023-01-02,Kai,2 Steak-Burrito 0,18.38,
1013,2023-01-02,Drake,4 Veggie-Tacos 2 soda,36.46,
1013,2023-01-02,Sue,5 Beef-Bowl 2 water,49.85,
1012,2023-01-02,Rob,2 Chicken-Tacos 3 soda,23.13,
1012,2023-01-02,Tyler,3 Veggie-Burrito 1 water,27.32,
1011,2023-01-02,Jeff,1 Veggie-Tacos 3 soda,15.24,
1015,2023-01-02,Dakota,1 Veggie-Burrito 0,8.29,
1008,2023-01-02,Cole,5 Chicken-Bowl 2 water,48.35,
1015,2023-01-02,John,3 Chicken-Tacos 0,23.67,
1012,2023-01-02,Blake,4 Chicken-Burrito 2 soda,39.66,
1008,2023-01-02,Malcholm,1 Chicken-Burrito 3 water,16.04,
1011,2023-01-02,Alex,5 Chicken-Tacos 3 water,46.8,
1003,2023-01-02,Kendall,4 Chicken-Tacos 2 soda,36.46,
1011,2023-01-02,Leonard,3 Beef-Burrito 1 soda,29.42,
1003,2023-01-02,Nicky,3 Steak-Tacos 3 soda,34.02,
1012,2023-01-02,Drew,3 Beef-Burrito 3 soda,34.32,
1011,2023-01-02,Mark,3 Beef-Tacos 2 water,31.27,
1012,2023-01-02,Faith,1 Chicken-Tacos 0,7.89,
1005,2023-01-02,Marty,3 Beef-Tacos 3 soda,33.72,
1006,2023-01-02,Jesse,3 Veggie-Burrito 0,24.87,
1012,2023-01-02,Robert,5 Steak-Bowl 0,45.95,
1012,2023-01-02,Miguel,5 Chicken-Tacos 0,39.45,
1012,2023-01-02,Jules,4 Steak-Tacos 3 water,42.91,
1015,2023-01-02,Martha,5 Steak-Tacos 1 water,46.9,
1009,2023-01-02,Marshall,2 Steak-Burrito 3 Chips&Guacamole,29.45,
1009,2023-01-02,Stephanie,3 Beef-Tacos 3 Chips&Guacamole,37.44,
1013,2023-01-02,Dakota,3 Chicken-Tacos 0,23.67,
1013,2023-01-02,Frankie,5 Steak-Tacos 0,44.45,
1005,2023-01-02,Martha,2 Veggie-Tacos 2 soda,20.68,
1003,2023-01-03,Bree,5 Beef-Burrito 0,44.95,
1003,2023-01-03,Bailey,1 Steak-Bowl 3 Chips&Salsa,15.76,
1008,2023-01-03,Jeff,2 Veggie-Tacos 2 water,20.68,
1008,2023-01-03,Kennedy,3 Beef-Bowl 1 water,29.42,
1011,2023-01-03,Maple,4 Beef-Bowl 3 Chips&Salsa,42.53,
1012,2023-01-03,David,5 Chicken-Burrito 0,43.45,
1015,2023-01-03,Kennedy,5 Steak-Bowl 0,45.95,
1003,2023-01-03,Octavion,3 Chicken-Tacos 1 soda,26.12,
1011,2023-01-03,Nicky,1 Beef-Bowl 0,8.99,
1008,2023-01-03,Malcholm,3 Beef-Bowl 0,26.97,
1006,2023-01-03,Stevie,5 Chicken-Bowl 0,43.45,
1008,2023-01-03,Kendall,3 Steak-Bowl 0,27.57,
1003,2023-01-03,Bree,5 Veggie-Bowl 1 water,43.9,
1013,2023-01-03,Jamie,2 Steak-Bowl 1 Chips&Salsa,20.57,
1013,2023-01-03,Dalal,4 Chicken-Bowl 0,34.76,
1013,2023-01-03,Samuel,2 Veggie-Tacos 4 Chips&Guacamole,30.54,
1006,2023-01-03,Caroline,5 Chicken-Burrito 0,43.45,
1013,2023-01-03,Bree,1 Chicken-Tacos 0,7.89,
1008,2023-01-03,Jesse,4 Chicken-Bowl 4 Chips&Guacamole,49.52,
1015,2023-01-03,Ravish,2 Beef-Burrito 3 Chips&Guacamole,29.05,
1011,2023-01-03,Jamie,2 Beef-Tacos 2 Chips&Queso,24.56,
1013,2023-01-03,April,2 Beef-Bowl 3 soda,25.33,
1008,2023-01-03,Dana,4 Beef-Tacos 3 water,42.51,
1003,2023-01-03,Jules,3 Beef-Burrito 3 water,34.32,
1003,2023-01-03,Chang,4 Chicken-Tacos 0,31.56,
1015,2023-01-03,Elliot,2 Beef-Burrito 0,17.98,
1015,2023-01-03,Toby,3 Steak-Bowl 0,27.57,
1008,2023-01-03,Leonard,2 Chicken-Bowl 0,17.38,
1005,2023-01-03,Rob,1 Veggie-Burrito 2 soda,13.19,
1005,2023-01-03,Reese,1 Veggie-Bowl 0,8.29,
1012,2023-01-03,Octavion,2 Steak-Tacos 3 Chips&Queso,28.25,
1009,2023-01-03,Lucas,4 Steak-Bowl 2 soda,41.66,
1009,2023-01-03,Maple,3 Veggie-Bowl 4 Chips&Salsa,33.63,
1011,2023-01-03,Sam,4 Beef-Bowl 1 Chips&Salsa,38.15,
1005,2023-01-03,Jayden,1 Steak-Burrito 3 Chips&Guacamole,20.26,
1012,2023-01-03,Nicole,1 Beef-Bowl 1 water,11.44,
1013,2023-01-03,Nicole,3 Steak-Tacos 0,26.67,
1008,2023-01-03,Miguel,4 Beef-Burrito 3 soda,43.31,
1005,2023-01-03,Samuel,2 Chicken-Burrito 1 Chips&Queso,20.87,
1012,2023-01-03,Dalal,3 Steak-Burrito 0,27.57,
1012,2023-01-03,Brandon,1 Veggie-Burrito 1 water,10.74,
1006,2023-01-03,Samuel,5 Steak-Tacos 0,44.45,
1015,2023-01-03,Jerry,4 Chicken-Tacos 0,31.56,
1009,2023-01-03,Ayo,3 Chicken-Tacos 2 Chips&Queso,30.65,
1009,2023-01-03,Harper,4 Beef-Burrito 2 water,40.86,
1003,2023-01-03,Susan,4 Chicken-Burrito 0,34.76,
1008,2023-01-03,Harley,2 Chicken-Tacos 1 soda,18.23,
1008,2023-01-03,Frank,5 Veggie-Tacos 1 Chips&Salsa,41.64,
1009,2023-01-03,Alex,2 Chicken-Tacos 3 water,23.13,
1006,2023-01-03,Ronald,2 Chicken-Bowl 3 Chips&Queso,27.85,
1011,2023-01-03,Sue,3 Veggie-Burrito 3 Chips&Salsa,31.44,
1003,2023-01-03,April,5 Beef-Burrito 4 Chips&Queso,58.91,
1006,2023-01-03,Emily,5 Veggie-Burrito 4 Chips&Queso,55.41,
1008,2023-01-03,Logan,3 Steak-Bowl 2 soda,32.47,
1006,2023-01-03,Taylor,5 Beef-Bowl 3 soda,52.3,
1013,2023-01-03,Jordan,5 Chicken-Bowl 3 water,50.8,
1013,2023-01-03,Prakul,1 Veggie-Burrito 1 soda,10.74,
1003,2023-01-03,Elliot,2 Steak-Burrito 1 water,20.83,
1003,2023-01-03,Jerry,5 Chicken-Bowl 0,43.45,
1009,2023-01-03,Marta,3 Steak-Tacos 2 soda,31.57,
1013,2023-01-03,Chris,2 Chicken-Bowl 3 Chips&Salsa,23.95,
1003,2023-01-03,Martha,2 Veggie-Burrito 2 Chips&Guacamole,23.96,
1003,2023-01-03,Alex,2 Beef-Burrito 2 Chips&Queso,24.96,
1015,2023-01-03,Morgan,4 Steak-Bowl 1 Chips&Salsa,38.95,
1006,2023-01-03,Faith,4 Beef-Bowl 0,35.96,
1005,2023-01-03,Ayo,3 Chicken-Burrito 3 water,33.42,
1006,2023-01-03,Marty,3 Beef-Burrito 1 soda,29.42,
1005,2023-01-03,Kobe,4 Chicken-Burrito 0,34.76,
1008,2023-01-03,Jesse,3 Veggie-Burrito 4 Chips&Queso,38.83,
1005,2023-01-03,Octavion,5 Chicken-Burrito 2 soda,48.35,
1013,2023-01-03,Marcos,3 Beef-Tacos 0,26.37,
1011,2023-01-03,Thomas,4 Veggie-Bowl 1 Chips&Salsa,35.35,
1008,2023-01-03,Jeff,2 Steak-Tacos 0,17.78,
1011,2023-01-03,June,1 Beef-Bowl 0,8.99,
1015,2023-01-03,Ayo,1 Veggie-Tacos 0,7.89,
1005,2023-01-03,Zach,2 Steak-Burrito 3 Chips&Salsa,24.95,
1009,2023-01-03,Skyler,5 Beef-Burrito 2 water,49.85,
1003,2023-01-03,Eli,3 Steak-Burrito 0,27.57,
1012,2023-01-03,Charlie,5 Beef-Burrito 3 water,52.3,
1003,2023-01-03,Rohan,1 Chicken-Burrito 4 Chips&Salsa,17.45,
1012,2023-01-03,Mason,1 Veggie-Bowl 0,8.29,
1009,2023-01-03,Robert,3 Chicken-Tacos 0,23.67,
1015,2023-01-03,Drew,5 Chicken-Tacos 0,39.45,
1012,2023-01-03,Mason,2 Veggie-Bowl 1 soda,19.03,
1005,2023-01-03,Kobe,2 Beef-Bowl 3 water,25.33,
1012,2023-01-03,Jordan,1 Veggie-Bowl 0,8.29,
1012,2023-01-03,Stephen,1 Steak-Tacos 1 Chips&Salsa,11.08,
1008,2023-01-03,Martha,4 Beef-Burrito 1 Chips&Queso,39.45,
1006,2023-01-03,Miguel,4 Veggie-Bowl 2 water,38.06,
1015,2023-01-03,Stephanie,5 Beef-Burrito 0,44.95,
1006,2023-01-03,Rowan,3 Steak-Tacos 0,26.67,
1013,2023-01-03,Gabriel,4 Chicken-Bowl 2 soda,39.66,
1003,2023-01-03,Stevie,5 Beef-Burrito 3 soda,52.3,
1013,2023-01-03,Brenden,4 Chicken-Bowl 1 soda,37.21,
1005,2023-01-03,Conner,1 Chicken-Tacos 3 soda,15.24,
1006,2023-01-03,Samuel,5 Steak-Tacos 0,44.45,
1015,2023-01-03,Reily,1 Steak-Tacos 0,8.89,
1013,2023-01-03,Spencer,5 Beef-Tacos 3 Chips&Queso,54.42,
1015,2023-01-03,Chris,2 Beef-Tacos 1 Chips&Salsa,19.77,
1006,2023-01-03,Chen,5 Chicken-Bowl 3 water,50.8,
1008,2023-01-03,Jordan,3 Chicken-Burrito 2 water,30.97,
1015,2023-01-03,Susan,2 Chicken-Burrito 0,17.38,
1008,2023-01-03,Logan,2 Steak-Bowl 0,18.38,
1015,2023-01-03,Cole,3 Beef-Burrito 2 Chips&Guacamole,34.35,
1008,2023-01-03,Emery,3 Beef-Burrito 3 water,34.32,
1013,2023-01-03,Kathy,3 Veggie-Burrito 4 Chips&Salsa,33.63,
1011,2023-01-03,Cameron,5 Steak-Tacos 4 Chips&Salsa,53.21,
1011,2023-01-03,Lebron,5 Veggie-Burrito 4 Chips&Salsa,50.21,
1015,2023-01-03,Dana,1 Chicken-Tacos 2 water,12.79,
1013,2023-01-03,Daniel,5 Chicken-Burrito 2 Chips&Queso,50.43,
1012,2023-01-03,Stephen,2 Chicken-Burrito 3 water,24.73,
1006,2023-01-03,Dalal,2 Steak-Tacos 1 soda,20.23,
1006,2023-01-03,Spencer,4 Steak-Burrito 4 Chips&Salsa,45.52,
1009,2023-01-03,Jules,5 Beef-Tacos 1 Chips&Guacamole,47.64,
1013,2023-01-03,Reginald,1 Chicken-Bowl 2 Chips&Queso,15.67,
1015,2023-01-03,Yvonne,1 Chicken-Bowl 0,8.69,
1011,2023-01-03,Frankie,1 Chicken-Bowl 0,8.69,
1013,2023-01-03,Jules,5 Beef-Tacos 0,43.95,
1006,2023-01-03,Kai,5 Chicken-Burrito 2 soda,48.35,
1012,2023-01-03,Chang,4 Veggie-Tacos 0,31.56,
1013,2023-01-03,Caroline,4 Beef-Tacos 0,35.16,
1011,2023-01-03,Stephen,5 Steak-Bowl 3 soda,53.3,
1006,2023-01-03,Cameron,2 Chicken-Tacos 0,15.78,
1015,2023-01-03,Avery,4 Steak-Burrito 3 water,44.11,
1013,2023-01-03,Marty,1 Chicken-Burrito 0,8.69,
1013,2023-01-03,Avery,3 Beef-Burrito 0,26.97,
1003,2023-01-03,Reginald,5 Veggie-Burrito 3 Chips&Guacamole,52.52,
1011,2023-01-03,Reese,3 Steak-Bowl 2 soda,32.47,
1003,2023-01-03,Jordan,2 Chicken-Burrito 3 soda,24.73,
1015,2023-01-03,DaVinci,2 Steak-Tacos 2 Chips&Queso,24.76,
1005,2023-01-03,Blake,2 Veggie-Burrito 2 Chips&Queso,23.56,
1013,2023-01-03,Sam,5 Beef-Tacos 2 soda,48.85,
1011,2023-01-03,Avery,5 Steak-Tacos 3 Chips&Salsa,51.02,
1012,2023-01-03,Sage,4 Veggie-Bowl 0,33.16,
1005,2023-01-03,Daniel,3 Chicken-Tacos 0,23.67,
1009,2023-01-03,Rohan,2 Steak-Burrito 1 water,20.83,
1013,2023-01-03,Ryan,4 Steak-Bowl 4 Chips&Guacamole,51.52,
1012,2023-01-03,Mason,4 Veggie-Bowl 1 Chips&Salsa,35.35,
1005,2023-01-03,Jaden,3 Steak-Burrito 1 soda,30.02,
1003,2023-01-03,Emery,2 Steak-Tacos 0,17.78,
1006,2023-01-03,Spencer,5 Beef-Bowl 0,44.95,
1015,2023-01-03,Ronald,5 Beef-Burrito 0,44.95,
1008,2023-01-03,Harley,3 Chicken-Bowl 0,26.07,
1013,2023-01-03,Zach,3 Steak-Bowl 0,27.57,
1012,2023-01-03,Dalal,3 Chicken-Burrito 4 Chips&Queso,40.03,
1003,2023-01-03,David,2 Veggie-Bowl 2 Chips&Salsa,20.96,
1008,2023-01-03,Tom,2 Chicken-Burrito 2 Chips&Salsa,21.76,
1003,2023-01-03,Dakota,3 Steak-Burrito 3 Chips&Queso,38.04,
1013,2023-01-03,Ayo,4 Chicken-Tacos 3 soda,38.91,
1008,2023-01-03,Prakul,2 Steak-Burrito 2 soda,23.28,
1011,2023-01-03,Ravish,3 Chicken-Tacos 1 water,26.12,
1006,2023-01-03,Cameron,1 Veggie-Tacos 0,7.89,
1013,2023-01-03,Reginald,1 Steak-Burrito 0,9.19,
1011,2023-01-03,Leonard,2 Veggie-Bowl 0,16.58,
1003,2023-01-03,Dalal,5 Beef-Tacos 1 Chips&Salsa,46.14,
1008,2023-01-03,Lauren,3 Chicken-Tacos 0,23.67,
1009,2023-01-03,Kendall,5 Beef-Bowl 2 water,49.85,
1005,2023-01-03,Caroline,4 Steak-Bowl 3 water,44.11,
1008,2023-01-03,Gabriel,4 Veggie-Burrito 4 Chips&Queso,47.12,
1008,2023-01-03,Steph,4 Steak-Tacos 0,35.56,
1008,2023-01-03,Charlie,2 Beef-Tacos 3 soda,24.93,
1011,2023-01-03,Charlie,2 Veggie-Burrito 0,16.58,
1009,2023-01-03,Martha,2 Veggie-Tacos 0,15.78,
1012,2023-01-03,Parker,4 Chicken-Burrito 2 water,39.66,
1003,2023-01-03,Prakul,1 Steak-Burrito 0,9.19,
1013,2023-01-03,Taylor,2 Beef-Tacos 4 Chips&Salsa,26.34,
1015,2023-01-03,Marshall,4 Steak-Burrito 0,36.76,
1005,2023-01-03,Logan,4 Veggie-Burrito 2 Chips&Guacamole,40.54,
1013,2023-01-03,Marta,4 Beef-Bowl 0,35.96,
1009,2023-01-03,Rohan,4 Veggie-Burrito 2 Chips&Salsa,37.54,
1008,2023-01-03,Jordan,2 Veggie-Tacos 2 Chips&Queso,22.76,
1009,2023-01-03,Marcos,5 Veggie-Tacos 3 water,46.8,
1005,2023-01-03,Jaden,2 Chicken-Tacos 0,15.78,
1009,2023-01-03,Sage,3 Veggie-Bowl 0,24.87,
1005,2023-01-03,Dana,2 Chicken-Tacos 2 Chips&Queso,22.76,
1011,2023-01-03,Gabriel,2 Steak-Burrito 0,18.38,
1006,2023-01-03,Parker,4 Veggie-Burrito 3 Chips&Salsa,39.73,
1003,2023-01-03,Daniel,1 Chicken-Bowl 3 soda,16.04,
1009,2023-01-03,Rowan,2 Veggie-Bowl 3 water,23.93,
1011,2023-01-03,Nick,3 Steak-Burrito 3 Chips&Queso,38.04,
1009,2023-01-03,Sage,4 Steak-Burrito 1 Chips&Salsa,38.95,
1003,2023-01-03,Harper,2 Chicken-Burrito 1 soda,19.83,
1012,2023-01-03,Jesse,5 Chicken-Bowl 3 Chips&Salsa,50.02,
1012,2023-01-04,Zach,1 Veggie-Burrito 0,8.29,
1003,2023-01-04,Toby,5 Chicken-Burrito 2 Chips&Queso,50.43,
1012,2023-01-04,Lauren,2 Veggie-Tacos 2 water,20.68,
1003,2023-01-04,Octavion,2 Chicken-Tacos 0,15.78,
1008,2023-01-04,Ray,1 Steak-Bowl 4 Chips&Guacamole,23.95,
1003,2023-01-04,Frankie,5 Chicken-Tacos 0,39.45,
1012,2023-01-04,Chang,5 Veggie-Burrito 1 water,43.9,
1008,2023-01-04,Nicole,1 Veggie-Tacos 0,7.89,
1013,2023-01-04,Skyler,4 Chicken-Bowl 2 water,39.66,
1006,2023-01-04,Thomas,5 Beef-Tacos 1 Chips&Guacamole,47.64,
1011,2023-01-04,Tom,5 Beef-Tacos 3 water,51.3,
1009,2023-01-04,Lauren,3 Chicken-Bowl 0,26.07,
1009,2023-01-04,Drake,3 Beef-Bowl 0,26.97,
1005,2023-01-04,Yvonne,1 Veggie-Tacos 0,7.89,
1003,2023-01-04,Ray,5 Steak-Bowl 0,45.95,
1015,2023-01-04,Daniel,1 Veggie-Bowl 1 Chips&Queso,11.78,
1012,2023-01-04,Brooke,5 Beef-Tacos 0,43.95,
1008,2023-01-04,Daniel,4 Beef-Bowl 2 Chips&Guacamole,43.34,
1012,2023-01-04,Blake,2 Beef-Burrito 4 Chips&Guacamole,32.74,
1011,2023-01-04,Reese,1 Veggie-Burrito 0,8.29,
1009,2023-01-04,Kobe,3 Veggie-Bowl 0,24.87,
1003,2023-01-04,Reginald,5 Chicken-Bowl 2 soda,48.35,
1012,2023-01-04,David,1 Beef-Bowl 1 water,11.44,
1003,2023-01-04,Steph,3 Veggie-Bowl 0,24.87,
1012,2023-01-04,David,1 Steak-Burrito 2 soda,14.09,
